Country/Region,Province/State,Latitude,Longitude,Confirmed,Recovered,Deaths,Date
Australia,Queensland,-28.0167,153.4,5,0,0,2/9/2020
Australia,New South Wales,-33.8688,151.2093,4,2,0,2/9/2020
Australia,Victoria,-37.8136,144.9631,4,0,0,2/9/2020
Canada,British Columbia,53.7267,-127.6476,4,0,0,2/9/2020
India,,21,78,3,0,0,2/9/2020
Italy,,43,12,3,0,0,2/9/2020
Philippines,,12.8797,121.774,3,0,1,2/9/2020
United Kingdom,,55,-3,3,0,0,2/9/2020
Australia,South Australia,-34.9285,138.6007,2,0,0,2/9/2020
Canada,"Toronto, ON",43.6532,-79.3832,2,0,0,2/9/2020
Russia,,60,90,2,0,0,2/9/2020
Spain,,40,-4,2,0,0,2/9/2020
US,"Chicago, IL",41.8781,-87.6298,2,2,0,2/9/2020
US,"San Benito, CA",36.5761,-120.9876,2,0,0,2/9/2020
US,"Santa Clara, CA",37.3541,-121.9552,2,0,0,2/9/2020
Belgium,,50.8333,4,1,0,0,2/9/2020
Cambodia,,12.05785,104.95385,1,0,0,2/9/2020
Canada,"London, ON",42.9849,-81.2453,1,0,0,2/9/2020
Finland,,64,26,1,0,0,2/9/2020
China,Tibet,31.6927,88.0924,1,0,0,2/9/2020
Nepal,,28.3949,84.124,1,0,0,2/9/2020
Sri Lanka,,7.8731,80.7718,1,1,0,2/9/2020
Sweden,,63,16,1,0,0,2/9/2020
US,"Boston, MA",42.3601,-71.0589,1,0,0,2/9/2020
US,"Los Angeles, CA",34.0522,-118.2437,1,0,0,2/9/2020
US,"Madison, WI",43.0731,-89.4012,1,0,0,2/9/2020
US,"Orange, CA",33.7879,-117.8531,1,0,0,2/9/2020
US,"Seattle, WA",47.6062,-122.3321,1,1,0,2/9/2020
US,"Tempe, AZ",33.4255,-111.94,1,0,0,2/9/2020
China,Hubei,30.9756,112.2707,31728,2222,974,2/10/2020
China,Guangdong,23.3417,113.4244,1159,167,1,2/10/2020
China,Zhejiang,29.1832,120.0934,1092,242,0,2/10/2020
China,Henan,33.882,113.614,1073,191,6,2/10/2020
China,Hunan,27.6104,111.7088,879,208,1,2/10/2020
China,Anhui,31.8257,117.2264,830,88,3,2/10/2020
China,Jiangxi,27.614,115.7221,771,105,1,2/10/2020
China,Jiangsu,32.9711,119.455,492,81,0,2/10/2020
China,Chongqing,30.0572,107.874,486,66,2,2/10/2020
China,Shandong,36.3427,118.1498,466,66,1,2/10/2020
China,Sichuan,30.6171,102.7103,405,80,1,2/10/2020
China,Beijing,40.1824,116.4142,337,44,2,2/10/2020
China,Heilongjiang,47.862,127.7615,331,30,7,2/10/2020
China,Shanghai,31.202,121.4491,299,48,1,2/10/2020
China,Fujian,26.0789,117.9874,261,39,0,2/10/2020
China,Hebei,38.0428,114.5149,218,41,2,2/10/2020
China,Shaanxi,35.1917,108.8701,213,30,0,2/10/2020
China,Guangxi,23.8298,108.7881,210,24,1,2/10/2020
China,Yunnan,24.974,101.487,149,19,0,2/10/2020
China,Hainan,19.1959,109.7453,138,19,3,2/10/2020
Others,Diamond Princess cruise ship,35.4437,139.638,135,0,0,2/10/2020
China,Shanxi,37.5777,112.2922,119,25,0,2/10/2020
China,Guizhou,26.8154,106.8748,109,10,1,2/10/2020
China,Liaoning,41.2956,122.6085,108,13,0,2/10/2020
China,Tianjin,39.3054,117.323,95,8,1,2/10/2020
China,Gansu,36.0611,103.8343,83,17,2,2/10/2020
China,Jilin,43.6661,126.1923,80,13,1,2/10/2020
China,Inner Mongolia,44.0935,113.9448,58,5,0,2/10/2020
China,Ningxia,37.2692,106.1655,49,13,0,2/10/2020
China,Xinjiang,41.1129,85.2401,49,0,0,2/10/2020
Singapore,,1.2833,103.8333,45,2,0,2/10/2020
Hong Kong,Hong Kong,22.3,114.2,38,0,1,2/10/2020
Thailand,,15.87,100.9925,32,10,0,2/10/2020
South Korea,,36,128,27,3,0,2/10/2020
Japan,,36,138,26,4,0,2/10/2020
China,Qinghai,35.7452,95.9956,18,3,0,2/10/2020
Malaysia,,2.5,112.5,18,1,0,2/10/2020
Taiwan,Taiwan,23.7,121,18,1,0,2/10/2020
Germany,,51,9,14,0,0,2/10/2020
Vietnam,,16,108,14,1,0,2/10/2020
France,,17.9,-53,11,0,0,2/10/2020
Macau,Macau,22.1667,113.55,10,1,0,2/10/2020
United Kingdom,,55,-3,8,0,0,2/10/2020
United Arab Emirates,,23.4241,53.8478,8,0,0,2/10/2020
Australia,Queensland,-28.0167,153.4,5,0,0,2/10/2020
Australia,New South Wales,-33.8688,151.2093,4,2,0,2/10/2020
Australia,Victoria,-37.8136,144.9631,4,0,0,2/10/2020
Canada,British Columbia,53.7267,-127.6476,4,0,0,2/10/2020
India,,21,78,3,0,0,2/10/2020
Italy,,43,12,3,0,0,2/10/2020
Philippines,,12.8797,121.774,3,0,1,2/10/2020
Australia,South Australia,-34.9285,138.6007,2,0,0,2/10/2020
Canada,"Toronto, ON",43.6532,-79.3832,2,0,0,2/10/2020
Russia,,60,90,2,0,0,2/10/2020
Spain,,40,-4,2,0,0,2/10/2020
US,"Chicago, IL",41.8781,-87.6298,2,2,0,2/10/2020
US,"San Benito, CA",36.5761,-120.9876,2,0,0,2/10/2020
US,"Santa Clara, CA",37.3541,-121.9552,2,0,0,2/10/2020
Belgium,,50.8333,4,1,0,0,2/10/2020
Cambodia,,12.05785,104.95385,1,0,0,2/10/2020
Canada,"London, ON",42.9849,-81.2453,1,0,0,2/10/2020
Finland,,64,26,1,0,0,2/10/2020
China,Tibet,31.6927,88.0924,1,0,0,2/10/2020
Nepal,,28.3949,84.124,1,0,0,2/10/2020
Sri Lanka,,7.8731,80.7718,1,1,0,2/10/2020
Sweden,,63,16,1,0,0,2/10/2020
US,"Boston, MA",42.3601,-71.0589,1,0,0,2/10/2020
US,"Los Angeles, CA",34.0522,-118.2437,1,0,0,2/10/2020
US,"Madison, WI",43.0731,-89.4012,1,0,0,2/10/2020
US,"Orange, CA",33.7879,-117.8531,1,0,0,2/10/2020
US,"Seattle, WA",47.6062,-122.3321,1,1,0,2/10/2020
US,"Tempe, AZ",33.4255,-111.94,1,0,0,2/10/2020
China,Hubei,30.9756,112.2707,33366,2639,1068,2/11/2020
China,Guangdong,23.3417,113.4244,1177,212,1,2/11/2020
China,Zhejiang,29.1832,120.0934,1117,270,0,2/11/2020
China,Henan,33.882,113.614,1105,218,7,2/11/2020
China,Hunan,27.6104,111.7088,912,247,1,2/11/2020
China,Anhui,31.8257,117.2264,860,105,4,2/11/2020
China,Jiangxi,27.614,115.7221,804,128,1,2/11/2020
China,Jiangsu,32.9711,119.455,515,93,0,2/11/2020
China,Chongqing,30.0572,107.874,505,79,3,2/11/2020
China,Shandong,36.3427,118.1498,487,80,1,2/11/2020
China,Sichuan,30.6171,102.7103,417,85,1,2/11/2020
China,Heilongjiang,47.862,127.7615,360,28,8,2/11/2020
China,Beijing,40.1824,116.4142,342,48,3,2/11/2020
China,Shanghai,31.202,121.4491,303,52,1,2/11/2020
China,Fujian,26.0789,117.9874,267,45,0,2/11/2020
China,Hebei,38.0428,114.5149,239,48,2,2/11/2020
China,Shaanxi,35.1917,108.8701,219,32,0,2/11/2020
China,Guangxi,23.8298,108.7881,215,33,1,2/11/2020
China,Yunnan,24.974,101.487,153,20,0,2/11/2020
China,Hainan,19.1959,109.7453,144,20,3,2/11/2020
Others,Diamond Princess cruise ship,35.4437,139.638,135,0,0,2/11/2020
China,Guizhou,26.8154,106.8748,127,17,1,2/11/2020
China,Shanxi,37.5777,112.2922,124,30,0,2/11/2020
China,Liaoning,41.2956,122.6085,111,19,0,2/11/2020
China,Tianjin,39.3054,117.323,106,10,2,2/11/2020
China,Gansu,36.0611,103.8343,86,24,2,2/11/2020
China,Jilin,43.6661,126.1923,81,18,1,2/11/2020
China,Inner Mongolia,44.0935,113.9448,58,5,0,2/11/2020
China,Xinjiang,41.1129,85.2401,55,3,0,2/11/2020
China,Ningxia,37.2692,106.1655,53,22,0,2/11/2020
Hong Kong,Hong Kong,22.3,114.2,49,0,1,2/11/2020
Singapore,,1.2833,103.8333,47,9,0,2/11/2020
Thailand,,15.87,100.9925,33,10,0,2/11/2020
South Korea,,36,128,28,3,0,2/11/2020
Japan,,36,138,26,9,0,2/11/2020
China,Qinghai,35.7452,95.9956,18,5,0,2/11/2020
Malaysia,,2.5,112.5,18,3,0,2/11/2020
Taiwan,Taiwan,23.7,121,18,1,0,2/11/2020
Germany,,51,9,16,0,0,2/11/2020
Vietnam,,16,108,15,6,0,2/11/2020
France,,17.9,-53,11,0,0,2/11/2020
Macau,Macau,22.1667,113.55,10,1,0,2/11/2020
United Kingdom,,55,-3,8,0,0,2/11/2020
United Arab Emirates,,23.4241,53.8478,8,0,0,2/11/2020
Australia,Queensland,-28.0167,153.4,5,0,0,2/11/2020
Australia,New South Wales,-33.8688,151.2093,4,2,0,2/11/2020
Australia,Victoria,-37.8136,144.9631,4,0,0,2/11/2020
Canada,British Columbia,53.7267,-127.6476,4,0,0,2/11/2020
India,,21,78,3,0,0,2/11/2020
Italy,,43,12,3,0,0,2/11/2020
Philippines,,12.8797,121.774,3,0,1,2/11/2020
Australia,South Australia,-34.9285,138.6007,2,0,0,2/11/2020
Canada,"Toronto, ON",43.6532,-79.3832,2,0,0,2/11/2020
Russia,,60,90,2,0,0,2/11/2020
Spain,,40,-4,2,0,0,2/11/2020
US,"Chicago, IL",41.8781,-87.6298,2,2,0,2/11/2020
US,"San Benito, CA",36.5761,-120.9876,2,0,0,2/11/2020
US,"Santa Clara, CA",37.3541,-121.9552,2,0,0,2/11/2020
Belgium,,50.8333,4,1,0,0,2/11/2020
Cambodia,,12.05785,104.95385,1,0,0,2/11/2020
Canada,"London, ON",42.9849,-81.2453,1,0,0,2/11/2020
Finland,,64,26,1,0,0,2/11/2020
China,Tibet,31.6927,88.0924,1,0,0,2/11/2020
Nepal,,28.3949,84.124,1,0,0,2/11/2020
Sri Lanka,,7.8731,80.7718,1,1,0,2/11/2020
Sweden,,63,16,1,0,0,2/11/2020
US,"Boston, MA",42.3601,-71.0589,1,0,0,2/11/2020
US,"Los Angeles, CA",34.0522,-118.2437,1,0,0,2/11/2020
US,"Madison, WI",43.0731,-89.4012,1,0,0,2/11/2020
US,"Orange, CA",33.7879,-117.8531,1,0,0,2/11/2020
US,"San Diego County, CA",32.7157,-117.1611,1,0,0,2/11/2020
US,"Seattle, WA",47.6062,-122.3321,1,1,0,2/11/2020
US,"Tempe, AZ",33.4255,-111.94,1,0,0,2/11/2020
China,Hubei,30.9756,112.2707,33366,2686,1068,2/12/2020
China,Guangdong,23.3417,113.4244,1219,275,1,2/12/2020
China,Henan,33.882,113.614,1135,246,8,2/12/2020
China,Zhejiang,29.1832,120.0934,1131,321,0,2/12/2020
China,Hunan,27.6104,111.7088,946,304,2,2/12/2020
China,Anhui,31.8257,117.2264,889,127,4,2/12/2020
China,Jiangxi,27.614,115.7221,844,152,1,2/12/2020
China,Jiangsu,32.9711,119.455,543,125,0,2/12/2020
China,Chongqing,30.0572,107.874,518,102,3,2/12/2020
China,Shandong,36.3427,118.1498,497,92,2,2/12/2020
China,Sichuan,30.6171,102.7103,436,92,1,2/12/2020
China,Heilongjiang,47.862,127.7615,378,31,8,2/12/2020
China,Beijing,40.1824,116.4142,352,56,3,2/12/2020
China,Shanghai,31.202,121.4491,311,57,1,2/12/2020
China,Fujian,26.0789,117.9874,272,53,0,2/12/2020
China,Hebei,38.0428,114.5149,251,54,2,2/12/2020
China,Shaanxi,35.1917,108.8701,225,43,0,2/12/2020
China,Guangxi,23.8298,108.7881,222,32,1,2/12/2020
Others,Diamond Princess cruise ship,35.4437,139.638,175,0,0,2/12/2020
China,Hainan,19.1959,109.7453,157,27,4,2/12/2020
China,Yunnan,24.974,101.487,154,26,0,2/12/2020
China,Guizhou,26.8154,106.8748,133,18,1,2/12/2020
China,Shanxi,37.5777,112.2922,126,33,0,2/12/2020
China,Liaoning,41.2956,122.6085,116,20,1,2/12/2020
China,Tianjin,39.3054,117.323,112,11,2,2/12/2020
China,Gansu,36.0611,103.8343,87,31,2,2/12/2020
China,Jilin,43.6661,126.1923,83,22,1,2/12/2020
China,Inner Mongolia,44.0935,113.9448,60,6,0,2/12/2020
China,Xinjiang,41.1129,85.2401,59,3,0,2/12/2020
China,Ningxia,37.2692,106.1655,58,24,0,2/12/2020
Hong Kong,Hong Kong,22.3,114.2,50,1,1,2/12/2020
Singapore,,1.2833,103.8333,50,15,0,2/12/2020
Thailand,,15.87,100.9925,33,10,0,2/12/2020
Japan,,36,138,28,9,0,2/12/2020
South Korea,,36,128,28,7,0,2/12/2020
China,Qinghai,35.7452,95.9956,18,9,0,2/12/2020
Malaysia,,2.5,112.5,18,3,0,2/12/2020
Taiwan,Taiwan,23.7,121,18,1,0,2/12/2020
Germany,,51,9,16,0,0,2/12/2020
Vietnam,,16,108,15,6,0,2/12/2020
France,,17.9,-53,11,2,0,2/12/2020
Macau,Macau,22.1667,113.55,10,2,0,2/12/2020
United Kingdom,,55,-3,9,1,0,2/12/2020
United Arab Emirates,,23.4241,53.8478,8,1,0,2/12/2020
Australia,Queensland,-28.0167,153.4,5,0,0,2/12/2020
Australia,New South Wales,-33.8688,151.2093,4,2,0,2/12/2020
Australia,Victoria,-37.8136,144.9631,4,0,0,2/12/2020
Canada,British Columbia,53.7267,-127.6476,4,0,0,2/12/2020
India,,21,78,3,0,0,2/12/2020
Italy,,43,12,3,0,0,2/12/2020
Philippines,,12.8797,121.774,3,1,1,2/12/2020
Australia,South Australia,-34.9285,138.6007,2,0,0,2/12/2020
Canada,"Toronto, ON",43.6532,-79.3832,2,0,0,2/12/2020
Russia,,60,90,2,2,0,2/12/2020
Spain,,40,-4,2,0,0,2/12/2020
US,"Chicago, IL",41.8781,-87.6298,2,2,0,2/12/2020
US,"San Benito, CA",36.5761,-120.9876,2,0,0,2/12/2020
US,"Santa Clara, CA",37.3541,-121.9552,2,0,0,2/12/2020
Belgium,,50.8333,4,1,0,0,2/12/2020
Cambodia,,12.05785,104.95385,1,1,0,2/12/2020
Canada,"London, ON",42.9849,-81.2453,1,1,0,2/12/2020
Finland,,64,26,1,1,0,2/12/2020
China,Tibet,31.6927,88.0924,1,1,0,2/12/2020
Nepal,,28.3949,84.124,1,1,0,2/12/2020
Sri Lanka,,7.8731,80.7718,1,1,0,2/12/2020
Sweden,,63,16,1,0,0,2/12/2020
US,"Boston, MA",42.3601,-71.0589,1,0,0,2/12/2020
US,"Los Angeles, CA",34.0522,-118.2437,1,0,0,2/12/2020
US,"Madison, WI",43.0731,-89.4012,1,0,0,2/12/2020
US,"Orange, CA",33.7879,-117.8531,1,0,0,2/12/2020
US,"San Diego County, CA",32.7157,-117.1611,1,0,0,2/12/2020
US,"Seattle, WA",47.6062,-122.3321,1,1,0,2/12/2020
US,"Tempe, AZ",33.4255,-111.94,1,0,0,2/12/2020
China,Hubei,30.9756,112.2707,48206,3459,1310,2/13/2020
China,Guangdong,23.3417,113.4244,1241,314,2,2/13/2020
China,Henan,33.882,113.614,1169,296,10,2/13/2020
China,Zhejiang,29.1832,120.0934,1145,360,0,2/13/2020
China,Hunan,27.6104,111.7088,968,339,2,2/13/2020
China,Anhui,31.8257,117.2264,910,157,5,2/13/2020
China,Jiangxi,27.614,115.7221,872,170,1,2/13/2020
China,Jiangsu,32.9711,119.455,570,139,0,2/13/2020
China,Chongqing,30.0572,107.874,529,128,4,2/13/2020
China,Shandong,36.3427,118.1498,509,105,2,2/13/2020
China,Sichuan,30.6171,102.7103,451,104,1,2/13/2020
China,Heilongjiang,47.862,127.7615,395,33,9,2/13/2020
China,Beijing,40.1824,116.4142,366,69,3,2/13/2020
China,Shanghai,31.202,121.4491,315,62,1,2/13/2020
China,Fujian,26.0789,117.9874,279,57,0,2/13/2020
China,Hebei,38.0428,114.5149,265,68,3,2/13/2020
China,Shaanxi,35.1917,108.8701,229,46,0,2/13/2020
China,Guangxi,23.8298,108.7881,222,33,2,2/13/2020
Others,Diamond Princess cruise ship,35.4437,139.638,175,0,0,2/13/2020
China,Hainan,19.1959,109.7453,157,30,4,2/13/2020
China,Yunnan,24.974,101.487,156,27,0,2/13/2020
China,Guizhou,26.8154,106.8748,135,27,1,2/13/2020
China,Shanxi,37.5777,112.2922,126,36,0,2/13/2020
China,Tianjin,39.3054,117.323,119,21,3,2/13/2020
China,Liaoning,41.2956,122.6085,117,22,1,2/13/2020
China,Gansu,36.0611,103.8343,90,39,2,2/13/2020
China,Jilin,43.6661,126.1923,84,24,1,2/13/2020
China,Ningxia,37.2692,106.1655,64,24,0,2/13/2020
China,Xinjiang,41.1129,85.2401,63,6,1,2/13/2020
China,Inner Mongolia,44.0935,113.9448,61,6,0,2/13/2020
Singapore,,1.2833,103.8333,58,15,0,2/13/2020
Hong Kong,Hong Kong,22.3,114.2,53,1,1,2/13/2020
Thailand,,15.87,100.9925,33,12,0,2/13/2020
Japan,,36,138,28,9,1,2/13/2020
South Korea,,36,128,28,7,0,2/13/2020
Malaysia,,2.5,112.5,19,3,0,2/13/2020
China,Qinghai,35.7452,95.9956,18,11,0,2/13/2020
Taiwan,Taiwan,23.7,121,18,1,0,2/13/2020
Germany,,51,9,16,1,0,2/13/2020
Vietnam,,16,108,16,7,0,2/13/2020
France,,17.9,-53,11,2,0,2/13/2020
Macau,Macau,22.1667,113.55,10,3,0,2/13/2020
United Kingdom,,55,-3,9,1,0,2/13/2020
United Arab Emirates,,23.4241,53.8478,8,1,0,2/13/2020
Australia,Queensland,-28.0167,153.4,5,0,0,2/13/2020
Australia,New South Wales,-33.8688,151.2093,4,4,0,2/13/2020
Australia,Victoria,-37.8136,144.9631,4,4,0,2/13/2020
Canada,British Columbia,53.7267,-127.6476,4,0,0,2/13/2020
India,,21,78,3,0,0,2/13/2020
Italy,,43,12,3,0,0,2/13/2020
Philippines,,12.8797,121.774,3,1,1,2/13/2020
Australia,South Australia,-34.9285,138.6007,2,0,0,2/13/2020
Canada,"Toronto, ON",43.6532,-79.3832,2,0,0,2/13/2020
Russia,,60,90,2,2,0,2/13/2020
Spain,,40,-4,2,0,0,2/13/2020
US,"Chicago, IL",41.8781,-87.6298,2,2,0,2/13/2020
US,"San Benito, CA",36.5761,-120.9876,2,0,0,2/13/2020
US,"San Diego County, CA",32.7157,-117.1611,2,0,0,2/13/2020
US,"Santa Clara, CA",37.3541,-121.9552,2,0,0,2/13/2020
Belgium,,50.8333,4,1,0,0,2/13/2020
Cambodia,,12.05785,104.95385,1,1,0,2/13/2020
Canada,"London, ON",42.9849,-81.2453,1,1,0,2/13/2020
Finland,,64,26,1,1,0,2/13/2020
China,Tibet,31.6927,88.0924,1,1,0,2/13/2020
Nepal,,28.3949,84.124,1,1,0,2/13/2020
Sri Lanka,,7.8731,80.7718,1,1,0,2/13/2020
Sweden,,63,16,1,0,0,2/13/2020
US,"Boston, MA",42.3601,-71.0589,1,0,0,2/13/2020
US,"Los Angeles, CA",34.0522,-118.2437,1,0,0,2/13/2020
US,"Madison, WI",43.0731,-89.4012,1,0,0,2/13/2020
US,"Orange, CA",33.7879,-117.8531,1,0,0,2/13/2020
US,"San Antonio, TX",29.4241,-98.4936,1,0,0,2/13/2020
US,"Seattle, WA",47.6062,-122.3321,1,1,0,2/13/2020
US,"Tempe, AZ",33.4255,-111.94,1,0,0,2/13/2020
China,Hubei,30.9756,112.2707,54406,4774,1457,2/14/2020
China,Guangdong,23.3417,113.4244,1261,362,2,2/14/2020
China,Henan,33.882,113.614,1184,357,11,2/14/2020
China,Zhejiang,29.1832,120.0934,1155,403,0,2/14/2020
China,Hunan,27.6104,111.7088,988,364,2,2/14/2020
China,Anhui,31.8257,117.2264,934,193,6,2/14/2020
China,Jiangxi,27.614,115.7221,900,187,1,2/14/2020
China,Jiangsu,32.9711,119.455,593,157,0,2/14/2020
China,Chongqing,30.0572,107.874,537,152,5,2/14/2020
China,Shandong,36.3427,118.1498,523,136,2,2/14/2020
China,Sichuan,30.6171,102.7103,463,114,1,2/14/2020
China,Heilongjiang,47.862,127.7615,419,47,11,2/14/2020
China,Beijing,40.1824,116.4142,372,80,3,2/14/2020
China,Shanghai,31.202,121.4491,318,90,1,2/14/2020
China,Hebei,38.0428,114.5149,283,87,3,2/14/2020
China,Fujian,26.0789,117.9874,281,63,0,2/14/2020
China,Shaanxi,35.1917,108.8701,230,54,0,2/14/2020
China,Guangxi,23.8298,108.7881,226,36,2,2/14/2020
Others,Diamond Princess cruise ship,35.4437,139.638,218,0,0,2/14/2020
China,Yunnan,24.974,101.487,162,36,0,2/14/2020
China,Hainan,19.1959,109.7453,159,43,4,2/14/2020
China,Guizhou,26.8154,106.8748,140,28,1,2/14/2020
China,Shanxi,37.5777,112.2922,127,38,0,2/14/2020
China,Tianjin,39.3054,117.323,120,31,3,2/14/2020
China,Liaoning,41.2956,122.6085,119,29,1,2/14/2020
China,Gansu,36.0611,103.8343,90,39,2,2/14/2020
China,Jilin,43.6661,126.1923,86,25,1,2/14/2020
China,Ningxia,37.2692,106.1655,67,24,0,2/14/2020
Singapore,,1.2833,103.8333,67,17,0,2/14/2020
China,Inner Mongolia,44.0935,113.9448,65,6,0,2/14/2020
China,Xinjiang,41.1129,85.2401,65,6,1,2/14/2020
Hong Kong,Hong Kong,22.3,114.2,56,1,1,2/14/2020
Thailand,,15.87,100.9925,33,12,0,2/14/2020
Japan,,36,138,29,9,1,2/14/2020
South Korea,,36,128,28,7,0,2/14/2020
Malaysia,,2.5,112.5,19,3,0,2/14/2020
China,Qinghai,35.7452,95.9956,18,11,0,2/14/2020
Taiwan,Taiwan,23.7,121,18,2,0,2/14/2020
Germany,,51,9,16,1,0,2/14/2020
Vietnam,,16,108,16,7,0,2/14/2020
France,,17.9,-53,11,2,0,2/14/2020
Macau,Macau,22.1667,113.55,10,3,0,2/14/2020
United Kingdom,,55,-3,9,1,0,2/14/2020
United Arab Emirates,,23.4241,53.8478,8,1,0,2/14/2020
Australia,Queensland,-28.0167,153.4,5,0,0,2/14/2020
Australia,New South Wales,-33.8688,151.2093,4,4,0,2/14/2020
Australia,Victoria,-37.8136,144.9631,4,4,0,2/14/2020
Canada,British Columbia,53.7267,-127.6476,4,0,0,2/14/2020
India,,21,78,3,0,0,2/14/2020
Italy,,43,12,3,0,0,2/14/2020
Philippines,,12.8797,121.774,3,1,1,2/14/2020
Australia,South Australia,-34.9285,138.6007,2,0,0,2/14/2020
Canada,"Toronto, ON",43.6532,-79.3832,2,0,0,2/14/2020
Russia,,60,90,2,2,0,2/14/2020
Spain,,40,-4,2,0,0,2/14/2020
US,"Chicago, IL",41.8781,-87.6298,2,2,0,2/14/2020
US,"San Benito, CA",36.5761,-120.9876,2,0,0,2/14/2020
US,"San Diego County, CA",32.7157,-117.1611,2,0,0,2/14/2020
US,"Santa Clara, CA",37.3541,-121.9552,2,0,0,2/14/2020
Belgium,,50.8333,4,1,0,0,2/14/2020
Cambodia,,12.05785,104.95385,1,1,0,2/14/2020
Canada,"London, ON",42.9849,-81.2453,1,1,0,2/14/2020
Egypt,,26,30,1,0,0,2/14/2020
Finland,,64,26,1,1,0,2/14/2020
China,Tibet,31.6927,88.0924,1,1,0,2/14/2020
Nepal,,28.3949,84.124,1,1,0,2/14/2020
Sri Lanka,,7.8731,80.7718,1,1,0,2/14/2020
Sweden,,63,16,1,0,0,2/14/2020
US,"Boston, MA",42.3601,-71.0589,1,0,0,2/14/2020
US,"Los Angeles, CA",34.0522,-118.2437,1,0,0,2/14/2020
US,"Madison, WI",43.0731,-89.4012,1,0,0,2/14/2020
US,"Orange, CA",33.7879,-117.8531,1,0,0,2/14/2020
US,"San Antonio, TX",29.4241,-98.4936,1,0,0,2/14/2020
US,"Seattle, WA",47.6062,-122.3321,1,1,0,2/14/2020
US,"Tempe, AZ",33.4255,-111.94,1,0,0,2/14/2020
China,Hubei,30.9756,112.2707,56249,5623,1596,2/15/2020
China,Guangdong,23.3417,113.4244,1294,410,2,2/15/2020
China,Henan,33.882,113.614,1212,391,13,2/15/2020
China,Zhejiang,29.1832,120.0934,1162,428,0,2/15/2020
China,Hunan,27.6104,111.7088,1001,425,2,2/15/2020
China,Anhui,31.8257,117.2264,950,221,6,2/15/2020
China,Jiangxi,27.614,115.7221,913,210,1,2/15/2020
China,Jiangsu,32.9711,119.455,604,186,0,2/15/2020
China,Chongqing,30.0572,107.874,544,184,5,2/15/2020
China,Shandong,36.3427,118.1498,532,156,2,2/15/2020
China,Sichuan,30.6171,102.7103,470,119,1,2/15/2020
China,Heilongjiang,47.862,127.7615,425,68,11,2/15/2020
China,Beijing,40.1824,116.4142,375,98,4,2/15/2020
China,Shanghai,31.202,121.4491,326,124,1,2/15/2020
China,Hebei,38.0428,114.5149,291,101,3,2/15/2020
China,Fujian,26.0789,117.9874,285,71,0,2/15/2020
Others,Diamond Princess cruise ship,35.4437,139.638,285,0,0,2/15/2020
China,Guangxi,23.8298,108.7881,235,44,2,2/15/2020
China,Shaanxi,35.1917,108.8701,232,60,0,2/15/2020
China,Yunnan,24.974,101.487,168,42,0,2/15/2020
China,Hainan,19.1959,109.7453,162,39,4,2/15/2020
China,Guizhou,26.8154,106.8748,143,41,1,2/15/2020
China,Shanxi,37.5777,112.2922,128,46,0,2/15/2020
China,Tianjin,39.3054,117.323,122,37,3,2/15/2020
China,Liaoning,41.2956,122.6085,119,31,1,2/15/2020
China,Gansu,36.0611,103.8343,90,49,2,2/15/2020
China,Jilin,43.6661,126.1923,88,26,1,2/15/2020
Singapore,,1.2833,103.8333,72,18,0,2/15/2020
China,Ningxia,37.2692,106.1655,70,33,0,2/15/2020
China,Xinjiang,41.1129,85.2401,70,10,1,2/15/2020
China,Inner Mongolia,44.0935,113.9448,68,7,0,2/15/2020
Hong Kong,Hong Kong,22.3,114.2,56,1,1,2/15/2020
Japan,,36,138,43,12,1,2/15/2020
Thailand,,15.87,100.9925,33,12,0,2/15/2020
South Korea,,36,128,28,9,0,2/15/2020
Malaysia,,2.5,112.5,22,7,0,2/15/2020
China,Qinghai,35.7452,95.9956,18,13,0,2/15/2020
Taiwan,Taiwan,23.7,121,18,2,0,2/15/2020
Germany,,51,9,16,1,0,2/15/2020
Vietnam,,16,108,16,7,0,2/15/2020
France,,17.9,-53,12,4,1,2/15/2020
Macau,Macau,22.1667,113.55,10,3,0,2/15/2020
United Kingdom,,55,-3,9,1,0,2/15/2020
United Arab Emirates,,23.4241,53.8478,8,3,0,2/15/2020
Australia,Queensland,-28.0167,153.4,5,0,0,2/15/2020
Australia,New South Wales,-33.8688,151.2093,4,4,0,2/15/2020
Australia,Victoria,-37.8136,144.9631,4,4,0,2/15/2020
Canada,British Columbia,53.7267,-127.6476,4,0,0,2/15/2020
India,,21,78,3,0,0,2/15/2020
Italy,,43,12,3,0,0,2/15/2020
Philippines,,12.8797,121.774,3,1,1,2/15/2020
Australia,South Australia,-34.9285,138.6007,2,0,0,2/15/2020
Canada,"Toronto, ON",43.6532,-79.3832,2,0,0,2/15/2020
Russia,,60,90,2,2,0,2/15/2020
Spain,,40,-4,2,2,0,2/15/2020
US,"Chicago, IL",41.8781,-87.6298,2,2,0,2/15/2020
US,"San Benito, CA",36.5761,-120.9876,2,0,0,2/15/2020
US,"San Diego County, CA",32.7157,-117.1611,2,0,0,2/15/2020
US,"Santa Clara, CA",37.3541,-121.9552,2,0,0,2/15/2020
Belgium,,50.8333,4,1,0,0,2/15/2020
Cambodia,,12.05785,104.95385,1,1,0,2/15/2020
Canada,"London, ON",42.9849,-81.2453,1,1,0,2/15/2020
Egypt,,26,30,1,0,0,2/15/2020
Finland,,64,26,1,1,0,2/15/2020
China,Tibet,31.6927,88.0924,1,1,0,2/15/2020
